MasterTable_ID,Alias,Latitude,Longitude,Date/Time/GMT,Start Date/Time (GMT),COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Type,Serial Number,Version,Sys. Volts,TimeStamp,PDate
58392380,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 5:00:00 PM,NA,-0.005,0.006,16.7,0.4,113,-0,75,34,13.7,8.4,0,PM 10,NA,NA,13.47,1/23/2019 5:04:36 PM,1/23/2019 5:06:00 PM
58392804,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 6:00:00 PM,NA,-0.002,-0.005,16.7,0.9,181,5.5,48,23,13.8,13,0,PM 10,NA,NA,13.47,1/23/2019 6:04:13 PM,1/23/2019 6:09:00 PM
58393346,1026 Kernville EBAM,35.75507,-118.4175,1/23/2019 7:00:00 PM,NA,-0,-0.001,16.7,1.1,172,8.5,39,19,13.7,16.6,0,PM 10,NA,NA,13.49,1/23/2019 7:04:14 PM,1/23/2019 7:07:00 PM
58393819,1026 Kernville EBAM,35.75507,-118.4175,1/23/2019 8:00:00 PM,NA,0.006,0.007,16.7,1.1,181,9.8,36,19,13.7,16.6,0,PM 10,NA,NA,13.49,1/23/2019 8:04:15 PM,1/23/2019 8:05:00 PM
58394195,1026 Kernville EBAM,35.75507,-118.4175,1/23/2019 9:00:00 PM,NA,-0.003,-0.005,16.7,1.2,194,11.4,33,20,13.8,15.9,0,PM 10,NA,NA,13.49,1/23/2019 9:04:16 PM,1/23/2019 9:05:00 PM
58394582,1026 Kernville EBAM,35.75507,-118.4175,1/23/2019 10:00:00 PM,NA,-0.001,0.001,16.7,1.6,204,14.4,29,18,13.8,19.3,0,PM 10,NA,NA,13.49,1/23/2019 10:04:17 PM,1/23/2019 10:06:00 PM
58395130,1026 Kernville EBAM,35.75507,-118.4175,1/23/2019 11:00:00 PM,NA,0.001,0.004,16.7,1.8,197,16.3,22,14,13.8,23.3,0,PM 10,NA,NA,13.49,1/23/2019 11:04:18 PM,1/23/2019 11:06:00 PM
58395585,1026 Kernville EBAM,35.75507,-118.4175,1/24/2019 12:00:00 AM,NA,0.007,0.004,16.7,1.6,208,16.7,28,16,13.8,23.8,0,PM 10,NA,NA,13.49,1/24/2019 12:04:19 AM,1/24/2019 12:07:00 AM
58395918,1026 Kernville EBAM,35.75507,-118.4175,1/24/2019 1:00:00 AM,NA,0.01,0.013,16.6,0.8,226,13.8,35,18,13.8,21.8,0,PM 10,NA,NA,13.49,1/24/2019 1:04:20 AM,1/24/2019 1:05:00 AM
58396243,1026 Kernville EBAM,35.75507,-118.4175,1/24/2019 2:00:00 AM,NA,0.014,0.013,16.7,0.6,57,9.9,51,25,13.8,16.6,0,PM 10,NA,NA,13.49,1/24/2019 2:04:21 AM,1/24/2019 2:07:00 AM
58396644,1026 Kernville EBAM,35.75507,-118.4175,1/24/2019 3:00:00 AM,NA,0.023,0.019,16.7,0.6,107,7.5,65,32,13.8,13.4,0,PM 10,NA,NA,13.49,1/24/2019 3:04:22 AM,1/24/2019 3:05:00 AM
58397024,1026 Kernville EBAM,35.75507,-118.4175,1/24/2019 4:00:00 AM,NA,0.01,0.017,16.7,0.5,30,5.8,72,34,13.7,12.5,0,PM 10,NA,NA,13.49,1/24/2019 4:04:23 AM,1/24/2019 4:07:00 AM
58397339,1026 Kernville EBAM,35.75507,-118.4175,1/24/2019 5:00:00 AM,NA,0.022,0.017,16.7,0.6,43,5,71,34,13.8,11.6,0,PM 10,NA,NA,13.49,1/24/2019 5:04:24 AM,1/24/2019 5:09:00 AM
58397630,1026 Kernville EBAM,35.75507,-118.4175,1/24/2019 6:00:00 AM,NA,0.012,0.024,16.7,0.5,35,3.6,75,35,13.7,11.2,0,PM 10,NA,NA,13.49,1/24/2019 6:04:25 AM,1/24/2019 6:09:00 AM
58398010,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 7:00:00 AM,NA,0.006,-0.005,16.7,0.4,58,2.4,80,35,13.7,10.9,0,PM 10,NA,NA,13.46,1/24/2019 7:04:26 AM,1/24/2019 7:05:00 AM
58398379,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 8:00:00 AM,NA,0.011,0.022,16.7,0.3,42,1.5,82,35,13.7,10.4,0,PM 10,NA,NA,13.46,1/24/2019 8:04:27 AM,1/24/2019 8:05:00 AM
58398678,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 9:00:00 AM,NA,0.005,-0.005,16.7,0.4,25,1.2,83,35,13.6,10.2,0,PM 10,NA,NA,13.46,1/24/2019 9:04:28 AM,1/24/2019 9:09:00 AM
58398947,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 10:00:00 AM,NA,0.02,0.025,16.7,0.3,35,0.8,82,35,13.6,9.9,0,PM 10,NA,NA,13.46,1/24/2019 10:04:29 AM,1/24/2019 10:05:00 AM
58399411,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 11:00:00 AM,NA,-0.003,0.011,16.7,0.3,85,0.5,83,35,13.6,9.5,0,PM 10,NA,NA,13.46,1/24/2019 11:04:30 AM,1/24/2019 11:06:00 AM
58399956,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 12:00:00 PM,NA,0.005,-0.005,16.7,0.4,37,0,83,35,13.5,9.3,0,PM 10,NA,NA,13.46,1/24/2019 12:04:31 PM,1/24/2019 12:05:00 PM
58400431,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 1:00:00 PM,NA,-0.005,0.005,16.6,0.4,44,-0.2,83,35,13.6,9.8,0,PM 10,NA,NA,13.46,1/24/2019 1:04:32 PM,1/24/2019 1:05:00 PM
58400905,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 2:00:00 PM,NA,0.001,0.002,16.7,0.3,32,-0.5,84,35,13.6,9.7,0,PM 10,NA,NA,13.46,1/24/2019 2:04:33 PM,1/24/2019 2:07:00 PM
58401400,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 3:00:00 PM,NA,0.014,0.008,16.7,0.4,36,-0.6,84,35,13.5,9.4,0,PM 10,NA,NA,13.46,1/24/2019 3:04:34 PM,1/24/2019 3:06:00 PM
58401958,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 4:00:00 PM,NA,0.006,0.012,16.7,0.4,326,-0.6,84,35,13.6,9.4,0,PM 10,NA,NA,13.46,1/24/2019 4:04:35 PM,1/24/2019 4:11:00 PM
58402363,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 5:00:00 PM,NA,0.013,0.016,16.7,0.3,96,1,81,35,13.6,10.7,0,PM 10,NA,NA,13.46,1/24/2019 5:04:36 PM,1/24/2019 5:08:00 PM
58402749,1026 Kernville EBAM,35.75512,-118.4174,1/24/2019 6:00:00 PM,NA,0.003,-0.005,16.7,0.7,185,6.4,59,27,13.8,14.3,0,PM 10,NA,NA,13.46,1/24/2019 6:04:13 PM,1/24/2019 6:05:00 PM
58403353,1026 Kernville EBAM,35.75511,-118.4175,1/24/2019 7:00:00 PM,NA,0.001,0.001,16.7,0.9,174,9.9,46,23,13.8,17.4,0,PM 10,NA,NA,13.48,1/24/2019 7:04:14 PM,1/24/2019 7:05:00 PM
58403876,1026 Kernville EBAM,35.75511,-118.4175,1/24/2019 8:00:00 PM,NA,0.008,0.007,16.7,0.8,178,11.9,42,22,13.8,18.7,0,PM 10,NA,NA,13.48,1/24/2019 8:04:15 PM,1/24/2019 8:07:00 PM
58404269,1026 Kernville EBAM,35.75511,-118.4175,1/24/2019 9:00:00 PM,NA,-0.001,0.003,16.7,0.9,161,14.5,33,21,13.8,18.6,0,PM 10,NA,NA,13.48,1/24/2019 9:04:16 PM,1/24/2019 9:07:00 PM
58404673,1026 Kernville EBAM,35.75511,-118.4175,1/24/2019 10:00:00 PM,NA,-0.005,-0.005,16.7,1,221,17.9,27,17,13.8,22.8,0,PM 10,NA,NA,13.48,1/24/2019 10:04:17 PM,1/24/2019 10:06:00 PM
58405250,1026 Kernville EBAM,35.75511,-118.4175,1/24/2019 11:00:00 PM,NA,0.008,0.005,16.7,1.8,196,19.7,21,14,13.8,27.8,0,PM 10,NA,NA,13.48,1/24/2019 11:04:18 PM,1/24/2019 11:05:00 PM
58405733,1026 Kernville EBAM,35.75511,-118.4175,1/25/2019 12:00:00 AM,NA,-0,0.002,16.7,1.6,206,19.5,21,14,13.8,26.2,0,PM 10,NA,NA,13.48,1/25/2019 12:04:19 AM,1/25/2019 12:05:00 AM
58406078,1026 Kernville EBAM,35.75511,-118.4175,1/25/2019 1:00:00 AM,NA,0.01,0.01,16.6,1.3,255,16.8,25,15,13.8,23.6,0,PM 10,NA,NA,13.48,1/25/2019 1:04:20 AM,1/25/2019 1:05:00 AM
58406398,1026 Kernville EBAM,35.75511,-118.4175,1/25/2019 2:00:00 AM,NA,-0,0.004,16.7,1.4,106,14.7,30,19,13.8,19.3,0,PM 10,NA,NA,13.48,1/25/2019 2:04:21 AM,1/25/2019 2:05:00 AM
58406791,1026 Kernville EBAM,35.75511,-118.4175,1/25/2019 3:00:00 AM,NA,0.013,0.01,16.7,0.8,356,10.7,47,25,13.8,16.3,0,PM 10,NA,NA,13.48,1/25/2019 3:04:22 AM,1/25/2019 3:06:00 AM
58407215,1026 Kernville EBAM,35.75511,-118.4175,1/25/2019 4:00:00 AM,NA,0.008,0.009,16.7,0.8,27,8.7,54,29,13.8,13.7,0,PM 10,NA,NA,13.48,1/25/2019 4:04:23 AM,1/25/2019 4:08:00 AM
58407504,1026 Kernville EBAM,35.75511,-118.4175,1/25/2019 5:00:00 AM,NA,0.013,0.011,16.7,0.6,35,6.9,61,31,13.8,12.1,0,PM 10,NA,NA,13.48,1/25/2019 5:04:24 AM,1/25/2019 5:05:00 AM
58407802,1026 Kernville EBAM,35.75511,-118.4175,1/25/2019 6:00:00 AM,NA,0.007,0.006,16.7,0.6,19,7.6,58,31,13.8,11.7,0,PM 10,NA,NA,13.48,1/25/2019 6:04:25 AM,1/25/2019 6:05:00 AM
58408258,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 7:00:00 AM,NA,0.011,0.013,16.7,0.6,43,6.1,62,32,13.8,11.2,0,PM 10,NA,NA,13.46,1/25/2019 7:04:26 AM,1/25/2019 7:07:00 AM
58408645,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 8:00:00 AM,NA,0.001,0.003,16.7,0.8,51,6.4,60,33,13.8,10.5,0,PM 10,NA,NA,13.46,1/25/2019 8:04:27 AM,1/25/2019 8:07:00 AM
58408911,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 9:00:00 AM,NA,0.01,0.008,16.7,0.6,36,5.2,62,33,13.8,10.2,0,PM 10,NA,NA,13.46,1/25/2019 9:04:28 AM,1/25/2019 9:05:00 AM
58409215,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 10:00:00 AM,NA,0.008,0.008,16.7,0.5,78,3.9,66,34,13.7,9.5,0,PM 10,NA,NA,13.46,1/25/2019 10:04:29 AM,1/25/2019 10:05:00 AM
58409722,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 11:00:00 AM,NA,0.01,0.01,16.7,0.5,49,2.5,71,35,13.7,9.2,0,PM 10,NA,NA,13.46,1/25/2019 11:04:30 AM,1/25/2019 11:11:00 AM
58410156,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 12:00:00 PM,NA,-0,-0.003,16.7,0.5,63,1.8,73,35,13.6,8.9,0,PM 10,NA,NA,13.46,1/25/2019 12:04:31 PM,1/25/2019 12:07:00 PM
58410661,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 1:00:00 PM,NA,-0.005,0.002,16.6,0.4,26,1.1,75,35,13.6,9.4,0,PM 10,NA,NA,13.46,1/25/2019 1:04:31 PM,1/25/2019 1:06:00 PM
58411166,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 2:00:00 PM,NA,0.013,0.01,16.7,0.6,37,1.4,72,35,13.7,8.6,0,PM 10,NA,NA,13.46,1/25/2019 2:04:32 PM,1/25/2019 2:11:00 PM
58411674,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 3:00:00 PM,NA,0.004,0.004,16.7,0.8,20,4.4,53,32,13.8,8,0,PM 10,NA,NA,13.46,1/25/2019 3:04:33 PM,1/25/2019 3:07:00 PM
58412105,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 4:00:00 PM,NA,0.005,-0.005,16.7,0.6,104,1.7,65,34,13.7,7.5,0,PM 10,NA,NA,13.46,1/25/2019 4:04:34 PM,1/25/2019 4:05:00 PM
58412511,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 5:00:00 PM,NA,-0.001,0.009,16.7,0.9,174,3.7,58,33,13.8,8.2,0,PM 10,NA,NA,13.46,1/25/2019 5:04:35 PM,1/25/2019 5:06:00 PM
58412894,1026 Kernville EBAM,35.75503,-118.4174,1/25/2019 6:00:00 PM,NA,-0.005,-0.001,16.7,1.2,160,8,47,25,13.8,13.5,0,PM 10,NA,NA,13.46,1/25/2019 6:04:13 PM,1/25/2019 6:05:00 PM
58413456,1026 Kernville EBAM,35.75513,-118.4175,1/25/2019 7:00:00 PM,NA,-0,-0.002,16.7,1.1,183,11.7,33,18,13.8,18.2,0,PM 10,NA,NA,13.45,1/25/2019 7:04:14 PM,1/25/2019 7:05:00 PM
58413992,1026 Kernville EBAM,35.75513,-118.4175,1/25/2019 8:00:00 PM,NA,0.01,0.009,16.7,1.6,191,13.1,30,18,13.8,19.4,0,PM 10,NA,NA,13.45,1/25/2019 8:04:15 PM,1/25/2019 8:05:00 PM
58414873,1026 Kernville EBAM,35.75513,-118.4175,1/25/2019 9:00:00 PM,NA,-0.002,-0.001,16.7,1.4,182,14.2,30,19,13.8,18.3,0,PM 10,NA,NA,13.45,1/25/2019 9:04:16 PM,1/25/2019 9:10:00 PM
58415163,1026 Kernville EBAM,35.75513,-118.4175,1/25/2019 10:00:00 PM,NA,-0.001,0.002,16.7,1.5,201,17.2,24,16,13.7,21.9,0,PM 10,NA,NA,13.45,1/25/2019 10:04:17 PM,1/25/2019 10:05:00 PM
58415700,1026 Kernville EBAM,35.75513,-118.4175,1/25/2019 11:00:00 PM,NA,0.007,0.003,16.7,1.3,214,19.2,20,13,13.7,27.3,0,PM 10,NA,NA,13.45,1/25/2019 11:04:18 PM,1/25/2019 11:05:00 PM
58416163,1026 Kernville EBAM,35.75513,-118.4175,1/26/2019 12:00:00 AM,NA,0.002,0.005,16.7,1.3,214,19.8,19,13,13.8,27.6,0,PM 10,NA,NA,13.45,1/26/2019 12:04:19 AM,1/26/2019 12:05:00 AM
58416545,1026 Kernville EBAM,35.75513,-118.4175,1/26/2019 1:00:00 AM,NA,0.015,0.017,16.6,0.9,244,17.3,25,15,13.8,24.6,0,PM 10,NA,NA,13.45,1/26/2019 1:04:20 AM,1/26/2019 1:05:00 AM
58416859,1026 Kernville EBAM,35.75513,-118.4175,1/26/2019 2:00:00 AM,NA,0.008,0.008,16.7,0.7,42,11,45,22,13.8,18.2,0,PM 10,NA,NA,13.45,1/26/2019 2:04:21 AM,1/26/2019 2:07:00 AM
58417283,1026 Kernville EBAM,35.75513,-118.4175,1/26/2019 3:00:00 AM,NA,0.011,0.013,16.7,0.8,50,8.6,53,27,13.7,14.2,0,PM 10,NA,NA,13.45,1/26/2019 3:04:22 AM,1/26/2019 3:06:00 AM
58417636,1026 Kernville EBAM,35.75513,-118.4175,1/26/2019 4:00:00 AM,NA,0.014,0.016,16.7,0.6,51,7.1,57,29,13.7,12.4,0,PM 10,NA,NA,13.45,1/26/2019 4:04:23 AM,1/26/2019 4:05:00 AM
58417956,1026 Kernville EBAM,35.75513,-118.4175,1/26/2019 5:00:00 AM,NA,0.009,0.006,16.7,0.6,54,6.1,61,31,13.7,11.3,0,PM 10,NA,NA,13.45,1/26/2019 5:04:24 AM,1/26/2019 5:05:00 AM
58418237,1026 Kernville EBAM,35.75513,-118.4175,1/26/2019 6:00:00 AM,NA,0.015,0.014,16.7,0.6,39,5.2,63,33,13.8,10.4,0,PM 10,NA,NA,13.45,1/26/2019 6:04:25 AM,1/26/2019 6:05:00 AM
58418718,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 7:00:00 AM,NA,0.006,0.006,16.7,0.5,53,5.3,61,32,13.8,9.9,0,PM 10,NA,NA,13.48,1/26/2019 7:04:26 AM,1/26/2019 7:09:00 AM
58419114,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 8:00:00 AM,NA,0.001,0.001,16.7,0.6,65,5.4,58,31,13.8,9.9,0,PM 10,NA,NA,13.48,1/26/2019 8:04:27 AM,1/26/2019 8:06:00 AM
58419426,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 9:00:00 AM,NA,0.022,0.025,16.7,0.6,156,4.9,60,31,13.7,10,0,PM 10,NA,NA,13.48,1/26/2019 9:04:28 AM,1/26/2019 9:05:00 AM
58419738,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 10:00:00 AM,NA,-0.002,-0.004,16.7,0.7,53,4.7,60,32,13.7,9.2,0,PM 10,NA,NA,13.48,1/26/2019 10:04:29 AM,1/26/2019 10:08:00 AM
58420163,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 11:00:00 AM,NA,0.021,0.021,16.7,0.7,120,3.9,64,33,13.7,9.3,0,PM 10,NA,NA,13.48,1/26/2019 11:04:30 AM,1/26/2019 11:05:00 AM
58420674,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 12:00:00 PM,NA,0.01,0.01,16.7,0.6,119,3,68,34,13.7,8.7,0,PM 10,NA,NA,13.48,1/26/2019 12:04:31 PM,1/26/2019 12:11:00 PM
58421065,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 1:00:00 PM,NA,0.014,0.012,16.6,0.6,76,2.4,70,35,13.6,9,0,PM 10,NA,NA,13.48,1/26/2019 1:04:32 PM,1/26/2019 1:05:00 PM
58421430,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 2:00:00 PM,NA,-0.002,-0.004,16.7,0.7,112,2.3,68,35,13.7,8.4,0,PM 10,NA,NA,13.48,1/26/2019 2:04:33 PM,1/26/2019 2:05:00 PM
58421920,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 3:00:00 PM,NA,0.007,-0.003,16.7,0.5,87,2.2,68,35,13.6,8.2,0,PM 10,NA,NA,13.48,1/26/2019 3:04:34 PM,1/26/2019 3:11:00 PM
58422290,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 4:00:00 PM,NA,0.006,0.025,16.7,0.5,74,1.4,72,35,13.6,8.5,0,PM 10,NA,NA,13.48,1/26/2019 4:04:35 PM,1/26/2019 4:07:00 PM
58422667,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 5:00:00 PM,NA,0.001,-0.005,16.7,0.5,138,3.2,65,33,13.7,8.8,0,PM 10,NA,NA,13.48,1/26/2019 5:04:36 PM,1/26/2019 5:06:00 PM
58422997,1026 Kernville EBAM,35.75509,-118.4174,1/26/2019 6:00:00 PM,NA,-0.001,0.003,16.7,1.1,161,8.2,46,23,13.7,14.4,0,PM 10,NA,NA,13.48,1/26/2019 6:04:13 PM,1/26/2019 6:05:00 PM
58423609,1026 Kernville EBAM,35.75511,-118.4175,1/26/2019 7:00:00 PM,NA,0.006,0.004,16.7,1.2,171,12,34,19,13.8,18.5,0,PM 10,NA,NA,13.48,1/26/2019 7:04:14 PM,1/26/2019 7:10:00 PM
58423991,1026 Kernville EBAM,35.75511,-118.4175,1/26/2019 8:00:00 PM,NA,0.012,0.012,16.7,0.9,170,13.9,30,17,13.8,20.2,0,PM 10,NA,NA,13.48,1/26/2019 8:04:15 PM,1/26/2019 8:05:00 PM
58424367,1026 Kernville EBAM,35.75511,-118.4175,1/26/2019 9:00:00 PM,NA,-0,0.002,16.7,0.9,178,16.3,25,16,13.7,21.2,0,PM 10,NA,NA,13.48,1/26/2019 9:04:16 PM,1/26/2019 9:05:00 PM
58424698,1026 Kernville EBAM,35.75511,-118.4175,1/26/2019 10:00:00 PM,NA,0.005,0.003,16.7,1.4,196,19,24,16,13.7,24.4,0,PM 10,NA,NA,13.48,1/26/2019 10:04:17 PM,1/26/2019 10:05:00 PM
58425212,1026 Kernville EBAM,35.75511,-118.4175,1/26/2019 11:00:00 PM,NA,0.003,0.003,16.7,1.3,195,20.4,21,14,13.7,27.5,0,PM 10,NA,NA,13.48,1/26/2019 11:04:18 PM,1/26/2019 11:05:00 PM
58425679,1026 Kernville EBAM,35.75511,-118.4175,1/27/2019 12:00:00 AM,NA,0.005,0.005,16.7,1.3,201,19.4,21,13,13.7,26.6,0,PM 10,NA,NA,13.48,1/27/2019 12:04:19 AM,1/27/2019 12:09:00 AM
58426018,1026 Kernville EBAM,35.75511,-118.4175,1/27/2019 1:00:00 AM,NA,0.007,0.014,16.6,0.5,169,17.6,27,16,13.8,24.2,0,PM 10,NA,NA,13.48,1/27/2019 1:04:20 AM,1/27/2019 1:09:00 AM
58426249,1026 Kernville EBAM,35.75511,-118.4175,1/27/2019 2:00:00 AM,NA,0.018,0.014,16.7,0.6,47,12.8,47,23,13.8,19.9,0,PM 10,NA,NA,13.48,1/27/2019 2:04:21 AM,1/27/2019 2:05:00 AM
58426657,1026 Kernville EBAM,35.75511,-118.4175,1/27/2019 3:00:00 AM,NA,0.011,0.015,16.7,0.8,51,10.4,52,27,13.8,16,0,PM 10,NA,NA,13.48,1/27/2019 3:04:22 AM,1/27/2019 3:05:00 AM
58427029,1026 Kernville EBAM,35.75511,-118.4175,1/27/2019 4:00:00 AM,NA,0.012,0.009,16.7,0.7,55,9.1,55,29,13.8,14.1,0,PM 10,NA,NA,13.48,1/27/2019 4:04:23 AM,1/27/2019 4:05:00 AM
58427380,1026 Kernville EBAM,35.75511,-118.4175,1/27/2019 5:00:00 AM,NA,0.015,0.02,16.7,0.7,48,8.1,59,32,13.8,12.9,0,PM 10,NA,NA,13.48,1/27/2019 5:04:24 AM,1/27/2019 5:07:00 AM
58427649,1026 Kernville EBAM,35.75511,-118.4175,1/27/2019 6:00:00 AM,NA,0.009,0.005,16.7,0.6,42,7.4,61,33,13.8,12,0,PM 10,NA,NA,13.48,1/27/2019 6:04:25 AM,1/27/2019 6:05:00 AM
58428078,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 7:00:00 AM,NA,0.008,0.015,16.7,0.6,50,6.8,61,33,13.8,11.5,0,PM 10,NA,NA,13.46,1/27/2019 7:04:26 AM,1/27/2019 7:05:00 AM
58428421,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 8:00:00 AM,NA,0.007,0.002,16.7,0.7,55,6.8,60,33,13.8,11.2,0,PM 10,NA,NA,13.46,1/27/2019 8:04:27 AM,1/27/2019 8:05:00 AM
58428742,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 9:00:00 AM,NA,0.017,0.014,16.7,0.6,111,7.3,58,32,13.8,11.6,0,PM 10,NA,NA,13.46,1/27/2019 9:04:28 AM,1/27/2019 9:06:00 AM
58429044,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 10:00:00 AM,NA,0.014,0.013,16.7,0.6,46,5.3,66,34,13.8,10.8,0,PM 10,NA,NA,13.46,1/27/2019 10:04:29 AM,1/27/2019 10:09:00 AM
58429478,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 11:00:00 AM,NA,0.002,0.019,16.7,0.5,24,4.4,71,35,13.7,11,0,PM 10,NA,NA,13.46,1/27/2019 11:04:30 AM,1/27/2019 11:07:00 AM
58429915,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 12:00:00 PM,NA,0.027,0.017,16.7,0.4,48,4.7,71,35,13.7,11,0,PM 10,NA,NA,13.46,1/27/2019 12:04:31 PM,1/27/2019 12:05:00 PM
58430307,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 1:00:00 PM,NA,0.022,0.022,16.6,0.5,133,5.3,67,34,13.8,11.3,0,PM 10,NA,NA,13.46,1/27/2019 1:04:32 PM,1/27/2019 1:06:00 PM
58430675,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 2:00:00 PM,NA,0.01,0.006,16.7,0.5,52,4.7,70,35,13.7,11.1,0,PM 10,NA,NA,13.46,1/27/2019 2:04:33 PM,1/27/2019 2:07:00 PM
58431135,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 3:00:00 PM,NA,-0.001,0.005,16.7,0.4,72,4,73,35,13.6,11.3,0,PM 10,NA,NA,13.46,1/27/2019 3:04:34 PM,1/27/2019 3:05:00 PM
58431640,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 4:00:00 PM,NA,0.022,0.011,16.7,0.4,68,3.5,75,35,13.7,11,0,PM 10,NA,NA,13.46,1/27/2019 4:04:35 PM,1/27/2019 4:11:00 PM
58431998,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 5:00:00 PM,NA,0.019,0.023,16.7,0.4,345,4.3,74,35,13.7,11.2,0,PM 10,NA,NA,13.46,1/27/2019 5:04:36 PM,1/27/2019 5:09:00 PM
58432326,1026 Kernville EBAM,35.75364,-118.4189,1/27/2019 6:00:00 PM,NA,0.011,0.013,16.7,0.6,310,7.3,61,28,13.8,14,0,PM 10,NA,NA,13.46,1/27/2019 6:04:13 PM,1/27/2019 6:05:00 PM
58432879,1026 Kernville EBAM,35.75509,-118.4175,1/27/2019 7:00:00 PM,NA,-0.002,-0.005,16.7,0.5,287,10.2,49,23,13.7,17.3,0,PM 10,NA,NA,13.49,1/27/2019 7:04:14 PM,1/27/2019 7:05:00 PM
58433432,1026 Kernville EBAM,35.75509,-118.4175,1/27/2019 8:00:00 PM,NA,0.007,0.011,16.7,0.8,189,14,36,18,13.7,21.5,0,PM 10,NA,NA,13.49,1/27/2019 8:04:15 PM,1/27/2019 8:09:00 PM
58433749,1026 Kernville EBAM,35.75509,-118.4175,1/27/2019 9:00:00 PM,NA,0.003,0.002,16.7,1,185,16.2,32,19,13.7,21.3,0,PM 10,NA,NA,13.49,1/27/2019 9:04:16 PM,1/27/2019 9:05:00 PM
58434096,1026 Kernville EBAM,35.75509,-118.4175,1/27/2019 10:00:00 PM,NA,-0,-0,16.7,1.4,201,19.2,28,17,13.7,24.9,0,PM 10,NA,NA,13.49,1/27/2019 10:04:17 PM,1/27/2019 10:07:00 PM
58434544,1026 Kernville EBAM,35.75509,-118.4175,1/27/2019 11:00:00 PM,NA,0.002,-0.002,16.7,1.3,200,21.7,21,13,13.7,29.6,0,PM 10,NA,NA,13.49,1/27/2019 11:04:18 PM,1/27/2019 11:09:00 PM
58434893,1026 Kernville EBAM,35.75509,-118.4175,1/28/2019 12:00:00 AM,NA,0.004,0.004,16.7,1.3,218,21.9,20,13,13.7,29.8,0,PM 10,NA,NA,13.49,1/28/2019 12:04:19 AM,1/28/2019 12:05:00 AM
58435212,1026 Kernville EBAM,35.75509,-118.4175,1/28/2019 1:00:00 AM,NA,0.014,0.017,16.6,0.6,211,19,29,15,13.8,27.7,0,PM 10,NA,NA,13.49,1/28/2019 1:04:20 AM,1/28/2019 1:05:00 AM
58435518,1026 Kernville EBAM,35.75509,-118.4175,1/28/2019 2:00:00 AM,NA,0.01,0.012,16.7,0.7,48,13.3,49,23,13.8,21,0,PM 10,NA,NA,13.49,1/28/2019 2:04:21 AM,1/28/2019 2:05:00 AM
58435983,1026 Kernville EBAM,35.75509,-118.4175,1/28/2019 3:00:00 AM,NA,0.011,0.011,16.7,0.6,44,11.3,55,28,13.8,16.9,0,PM 10,NA,NA,13.49,1/28/2019 3:04:22 AM,1/28/2019 3:09:00 AM
